journal,volume,fake
77763466-b39a-4c8d-b3f9-c704a5a7edf6,77763466-b39a-4c8d-b3f9-c704a5a7edf6-6 5,0
1558bc92-3574-4cd1-9b9a-0fccd2957ffe,1558bc92-3574-4cd1-9b9a-0fccd2957ffe-47 11,0
8e374fd7-664a-498f-9dc8-f0e1a9f358dd,8e374fd7-664a-498f-9dc8-f0e1a9f358dd-nan,0
dfdde60d-e443-430c-bb53-79e8211963cf,dfdde60d-e443-430c-bb53-79e8211963cf-61 13,0
2ffaf997-f719-4744-8142-983c334b1797,2ffaf997-f719-4744-8142-983c334b1797-125 3,0
98948668-0c44-4dc4-8ff2-5b6ba84c3fb7,98948668-0c44-4dc4-8ff2-5b6ba84c3fb7-58 1,0
0e68f952-7316-4b0e-9470-7e833d0eafa6,0e68f952-7316-4b0e-9470-7e833d0eafa6-48 4,0
baca7f5a-2d4f-4158-b527-ab08fb52845f,baca7f5a-2d4f-4158-b527-ab08fb52845f-11,0
73ea77b0-3d9c-4b35-b2b0-a1e0af5b5b75,73ea77b0-3d9c-4b35-b2b0-a1e0af5b5b75-25 4,0
396750b3-c753-4765-b283-ca20a4ddd616,396750b3-c753-4765-b283-ca20a4ddd616-nan,0
6ee4e999-fe72-422e-9d62-708ce1471470,6ee4e999-fe72-422e-9d62-708ce1471470-12 3,0
be767b53-ec92-42d8-9b36-cebc40671619,be767b53-ec92-42d8-9b36-cebc40671619-30,0
e46002a1-d7a6-4681-aae9-36bc3a6a1f93,e46002a1-d7a6-4681-aae9-36bc3a6a1f93-nan,0
45723ce3-7b17-4d2b-92c0-c9f30be1a6a1,45723ce3-7b17-4d2b-92c0-c9f30be1a6a1-87,0
8c0f0951-6d54-4605-beb5-88e7849cc2a6,8c0f0951-6d54-4605-beb5-88e7849cc2a6-4 2,0
7a4cdb93-dcf1-435f-ade6-dbd70a634d29,7a4cdb93-dcf1-435f-ade6-dbd70a634d29-148 37,0
73c0d858-63b7-43b5-8109-f027a509e8b6,73c0d858-63b7-43b5-8109-f027a509e8b6-176,0
6499d076-6328-4c2c-8f87-d75c624eb530,6499d076-6328-4c2c-8f87-d75c624eb530-nan,0
4b1fd7f5-3b44-452b-b185-dcd785a81edf,4b1fd7f5-3b44-452b-b185-dcd785a81edf-175,0
9f15b6a9-a062-41be-a397-bcce86eabb41,9f15b6a9-a062-41be-a397-bcce86eabb41-26,0
3dc20922-3913-4122-925d-6b044c08c12f,3dc20922-3913-4122-925d-6b044c08c12f-nan,0
92e5a24d-eeb8-42a4-a290-a40667894cf5,92e5a24d-eeb8-42a4-a290-a40667894cf5-60,0
15049b43-0af1-46bb-8a0b-83e5510cefa0,15049b43-0af1-46bb-8a0b-83e5510cefa0-nan,0
a3454210-a0d5-451a-8456-ef58557c4632,a3454210-a0d5-451a-8456-ef58557c4632-29,0
9b2de120-0345-4845-b4f5-cce0bf4338b0,9b2de120-0345-4845-b4f5-cce0bf4338b0-nan,0
2c469df0-fa01-4dee-8f25-0d87a6fc4ef1,2c469df0-fa01-4dee-8f25-0d87a6fc4ef1-8,0
3c4394f2-588b-43c0-bcf9-a0ef028e11e2,3c4394f2-588b-43c0-bcf9-a0ef028e11e2-59,0
d0c10ac8-46d9-4816-a350-37ef883b23e8,d0c10ac8-46d9-4816-a350-37ef883b23e8-nan,0
2c1f0cb4-af94-4b6d-ab03-1fc4e0d4169f,2c1f0cb4-af94-4b6d-ab03-1fc4e0d4169f-nan,0
4a3b85d1-a9bd-4dde-a336-a6cae78b0482,4a3b85d1-a9bd-4dde-a336-a6cae78b0482-44,0
2633f5b2-c15c-49fe-80f5-07523e770c26,2633f5b2-c15c-49fe-80f5-07523e770c26-7,0
d741ad2b-c57e-4b4a-a8b7-1aaeb70d96b4,d741ad2b-c57e-4b4a-a8b7-1aaeb70d96b4-10,0
28148b64-bce5-4f88-a9a6-664735732a0f,28148b64-bce5-4f88-a9a6-664735732a0f-66,0
52594fde-c7e9-4b76-9bb6-f268cfacae53,52594fde-c7e9-4b76-9bb6-f268cfacae53-nan,0
8df9044b-0351-4d94-8c19-57f8446fe6a1,8df9044b-0351-4d94-8c19-57f8446fe6a1-nan,0
d2086b1e-a8ee-4f69-81d4-8b7c43b3861b,d2086b1e-a8ee-4f69-81d4-8b7c43b3861b-51,0
b4e58d87-c012-4bee-8e4c-fea04b5094f0,b4e58d87-c012-4bee-8e4c-fea04b5094f0-113 5,0
459ca45a-35b5-468b-8287-daffcd7d5acc,459ca45a-35b5-468b-8287-daffcd7d5acc-89 12,0
8a4c6407-d5df-4cba-98fa-53d475ad8faa,8a4c6407-d5df-4cba-98fa-53d475ad8faa-13 17,0
a30b60d8-8a5b-42a4-b504-5fca84f64f73,a30b60d8-8a5b-42a4-b504-5fca84f64f73-15,0
07ffccdd-217b-4082-9708-128ec80a1338,07ffccdd-217b-4082-9708-128ec80a1338-90 9,0
47464297-4c88-44d5-9112-53a865e99be5,47464297-4c88-44d5-9112-53a865e99be5-11 9,0
51e83cad-0055-4038-8da5-cb49da2a016a,51e83cad-0055-4038-8da5-cb49da2a016a-83,0
043f505b-68a5-43c2-bed4-09a34982173e,043f505b-68a5-43c2-bed4-09a34982173e-44 5,0
cbf8792f-e5da-4b72-8a49-80755d7abf39,cbf8792f-e5da-4b72-8a49-80755d7abf39-19 7,0
177d108f-bedb-4283-af7f-6d3919529bbc,177d108f-bedb-4283-af7f-6d3919529bbc-37,0
6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a,6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a-370,0
28477905-a66a-4e48-bf6e-2c3518b17bf0,28477905-a66a-4e48-bf6e-2c3518b17bf0-74 3,0
3f93c423-8b91-4f5b-bd95-d36515c1c553,3f93c423-8b91-4f5b-bd95-d36515c1c553-41 5,0
3227dfc6-3c54-47e6-a0fc-39be9c511d98,3227dfc6-3c54-47e6-a0fc-39be9c511d98-39,0
32d29099-0305-4734-b3ec-534d630e10ff,32d29099-0305-4734-b3ec-534d630e10ff-16,0
12ace622-3f87-4fa5-99e2-48cc71da77d7,12ace622-3f87-4fa5-99e2-48cc71da77d7-34,0
7a81d01c-ee3f-4f27-b696-01f35da67f22,7a81d01c-ee3f-4f27-b696-01f35da67f22-572 1,0
9f90c52e-917d-486f-a6a6-e37a9a706d32,9f90c52e-917d-486f-a6a6-e37a9a706d32-25 3,0
b2be1780-2781-4025-9bb8-8147463f35a2,b2be1780-2781-4025-9bb8-8147463f35a2-41 2,0
9e2e9269-64bd-4c32-83e5-c4da76645611,9e2e9269-64bd-4c32-83e5-c4da76645611-103,0
2294caa9-0a4e-478e-9cad-c0218907d492,2294caa9-0a4e-478e-9cad-c0218907d492-22,0
8815dd4f-a3bf-4ba4-8085-f88fd437a4c5,8815dd4f-a3bf-4ba4-8085-f88fd437a4c5-120,0
871bdcd3-3901-4df4-8581-725f38214165,871bdcd3-3901-4df4-8581-725f38214165-36,0
01c93b25-c79d-47c7-8eb6-79ac1e1d685f,01c93b25-c79d-47c7-8eb6-79ac1e1d685f-nan,0
638d1b1c-6c05-4b65-aa2e-ace42ee26e95,638d1b1c-6c05-4b65-aa2e-ace42ee26e95-7,0
9bdb673f-49a2-4f38-b2fc-618ea577a4ad,9bdb673f-49a2-4f38-b2fc-618ea577a4ad-133,0
185d0b79-ac59-4503-bb30-14fca2190fc0,185d0b79-ac59-4503-bb30-14fca2190fc0-3 2,0
7831aec9-5840-4369-b43c-ed24bccb6fdf,7831aec9-5840-4369-b43c-ed24bccb6fdf-56 5,0
136c8b3d-48ba-4a61-bcd1-f04045312cd3,136c8b3d-48ba-4a61-bcd1-f04045312cd3-nan,0
7a7dc89b-e1a6-44df-a496-46c330a87840,7a7dc89b-e1a6-44df-a496-46c330a87840-3,0
d5da7004-7b61-450a-9c7d-a39500de7acf,d5da7004-7b61-450a-9c7d-a39500de7acf-27,0
b8b7ca92-baf8-4895-ab4d-2ff0754c865e,b8b7ca92-baf8-4895-ab4d-2ff0754c865e-8 5,0
ad2ae6f7-53e8-442e-900a-bd9ab7ff3865,ad2ae6f7-53e8-442e-900a-bd9ab7ff3865-21,0
2f6dc6c9-f90a-4dfe-8a86-3949bc86aea2,2f6dc6c9-f90a-4dfe-8a86-3949bc86aea2-51,0
4c9bb7e5-0c3b-4021-87ba-7c49a56f9d5b,4c9bb7e5-0c3b-4021-87ba-7c49a56f9d5b-57,0
8de99deb-a336-474f-bec3-8b50f6e9e581,8de99deb-a336-474f-bec3-8b50f6e9e581-nan,0
c2d2f226-917d-4d4a-8e15-193125d1da93,c2d2f226-917d-4d4a-8e15-193125d1da93-131,0
b9047042-f0bc-462d-bb5a-8ed2de73e550,b9047042-f0bc-462d-bb5a-8ed2de73e550-nan,0
30a3516f-33cf-46d0-bd04-26474fc49522,30a3516f-33cf-46d0-bd04-26474fc49522-54,0
3602650f-9fe5-4078-9a5f-d8c95032a34a,3602650f-9fe5-4078-9a5f-d8c95032a34a-47,0
9d4d5a77-8e41-4e91-bd4a-d55553fcc957,9d4d5a77-8e41-4e91-bd4a-d55553fcc957-nan,0
991d321a-61b6-4c0e-92a9-afe4b2f68264,991d321a-61b6-4c0e-92a9-afe4b2f68264-209,0
0ce045cd-d837-4b80-98f4-715483fc1962,0ce045cd-d837-4b80-98f4-715483fc1962-45,0
8c23a1c5-cdf7-4cc9-94ff-287aaed63749,8c23a1c5-cdf7-4cc9-94ff-287aaed63749-26,0
8f6e0f68-be8a-4ba7-9f7f-b17fc432f478,8f6e0f68-be8a-4ba7-9f7f-b17fc432f478-60,0
1bce206e-68bb-4431-9d27-9d8a5072005f,1bce206e-68bb-4431-9d27-9d8a5072005f-21,0
4f4377a9-e0af-4ede-bb09-a02f662d27a9,4f4377a9-e0af-4ede-bb09-a02f662d27a9-101,0
f554e418-c500-4d29-9479-d813026a6cae,f554e418-c500-4d29-9479-d813026a6cae-6,0
a8009bad-664b-465f-9fc2-8656bc637bc4,a8009bad-664b-465f-9fc2-8656bc637bc4-611,0
607fb06f-dfb3-4bbf-9815-ffde1115a105,607fb06f-dfb3-4bbf-9815-ffde1115a105-nan,0
fb27311b-7236-4828-ac26-ffbf0eec5dc8,fb27311b-7236-4828-ac26-ffbf0eec5dc8-301 3,0
0cb93666-8c83-4aa0-8b3a-ff24f0c4b9fc,0cb93666-8c83-4aa0-8b3a-ff24f0c4b9fc-9,0
d64970b5-c111-42a8-aef4-66705a3b73dd,d64970b5-c111-42a8-aef4-66705a3b73dd-abs/1112.5032,0
b2fd8f55-bf84-45e9-8845-a6ea0d69b310,b2fd8f55-bf84-45e9-8845-a6ea0d69b310-1,0
7b7c2393-3374-4ff0-9dd6-a33e45f01927,7b7c2393-3374-4ff0-9dd6-a33e45f01927-53 3,0
39da5af4-7f26-4cc8-8363-968068328ded,39da5af4-7f26-4cc8-8363-968068328ded-1,0
0c74341d-dff9-455e-a401-8950f0826867,0c74341d-dff9-455e-a401-8950f0826867-19,0
d43a01dc-0d69-42a8-98c9-8001bd35f1f8,d43a01dc-0d69-42a8-98c9-8001bd35f1f8-nan,0
bade12e5-f20e-4b51-83a6-534e3705569a,bade12e5-f20e-4b51-83a6-534e3705569a-nan,0
6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a,6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a-168,0
d2c8b74f-b358-41e9-907f-6d8f9fa0c547,d2c8b74f-b358-41e9-907f-6d8f9fa0c547-nan,0
ba401745-5ee6-42c6-883a-182f0aa0a8c5,ba401745-5ee6-42c6-883a-182f0aa0a8c5-53,0
15ccb98b-6b97-45c2-9cf1-b85015b6a729,15ccb98b-6b97-45c2-9cf1-b85015b6a729-31,0
ea85ba07-ca09-47d5-8626-f0df6ab56312,ea85ba07-ca09-47d5-8626-f0df6ab56312-121,0
6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a,6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a-573,0
1f6a6b6e-149c-489e-b919-f10e05d8569e,1f6a6b6e-149c-489e-b919-f10e05d8569e-nan,0
cb6a988a-6c3d-4ff8-aa8c-7ee9bbcee460,cb6a988a-6c3d-4ff8-aa8c-7ee9bbcee460-1,0
aa22ba5c-fb03-4b2b-89f5-360bed5a4cfb,aa22ba5c-fb03-4b2b-89f5-360bed5a4cfb-nan,0
567a5f12-d8a9-49f7-962b-d78b5fc5a6ac,567a5f12-d8a9-49f7-962b-d78b5fc5a6ac-nan,0
5335e49b-808e-44d3-bb5d-1f76b82aa45e,5335e49b-808e-44d3-bb5d-1f76b82aa45e-nan,0
34e959c8-272f-4460-aa67-7cfc351960ad,34e959c8-272f-4460-aa67-7cfc351960ad-14 5,0
a465004f-0e40-4504-900c-9f6cbd20d5f4,a465004f-0e40-4504-900c-9f6cbd20d5f4-40 7,0
9b975127-186d-4b72-b03c-7b63988f3aec,9b975127-186d-4b72-b03c-7b63988f3aec-34 3,0
4431daa4-da7f-4fbc-9d1b-6ac7f82b2e3e,4431daa4-da7f-4fbc-9d1b-6ac7f82b2e3e-65 5,0
111644b3-f1fb-4efa-a7cf-9a6b74af6da5,111644b3-f1fb-4efa-a7cf-9a6b74af6da5-23,0
d0046ca9-9064-464a-ab1f-8947412a4f14,d0046ca9-9064-464a-ab1f-8947412a4f14-98 1,0
73db2f88-e2f8-45b4-8d52-0a89a9d0e239,73db2f88-e2f8-45b4-8d52-0a89a9d0e239-10,0
2b946b35-df57-49f8-9d9a-045ee806060f,2b946b35-df57-49f8-9d9a-045ee806060f-164,0
6dc78f19-d8c3-4d94-87e0-6a65e5e90641,6dc78f19-d8c3-4d94-87e0-6a65e5e90641-32 3,0
f99f77b7-b1b6-44d3-984a-f288e9884b9b,f99f77b7-b1b6-44d3-984a-f288e9884b9b-5,0
822eb55e-c539-45c0-8d69-80730d2a9639,822eb55e-c539-45c0-8d69-80730d2a9639-108 1,0
d56ebe2f-b08f-4b5c-ae3a-63144701ed04,d56ebe2f-b08f-4b5c-ae3a-63144701ed04-29,0
396366a4-a1ba-422b-a9ff-1471ee08eab8,396366a4-a1ba-422b-a9ff-1471ee08eab8-19,0
98ea9a6a-c9d7-4b4e-97ec-ee582bd62fa2,98ea9a6a-c9d7-4b4e-97ec-ee582bd62fa2-13,0
b08a0dfd-e5a9-4a0a-a1d5-16a2b8985937,b08a0dfd-e5a9-4a0a-a1d5-16a2b8985937-34 8,0
688ca3af-cc7f-4b93-89e5-bf7daa4f8ce9,688ca3af-cc7f-4b93-89e5-bf7daa4f8ce9-54,0
f3358047-5fa1-4315-9473-4bb4c19cb756,f3358047-5fa1-4315-9473-4bb4c19cb756-17,0
391910d2-0406-4b4e-a3e9-ee16942e3b84,391910d2-0406-4b4e-a3e9-ee16942e3b84-6 2,0
56a31f29-95a9-44ce-8dd7-95809bcfdfc3,56a31f29-95a9-44ce-8dd7-95809bcfdfc3-53 5,0
9eee5892-5ec1-43c5-8b55-447ccd2ea709,9eee5892-5ec1-43c5-8b55-447ccd2ea709-121 5,0
9c1528bc-37b9-4558-bde6-4b171c8e6cb2,9c1528bc-37b9-4558-bde6-4b171c8e6cb2-44 519,0
0199040d-80b8-461d-b4d3-66056764c7bc,0199040d-80b8-461d-b4d3-66056764c7bc-27 8,0
6565bc17-8e57-4872-a632-2ebf24e8bc06,6565bc17-8e57-4872-a632-2ebf24e8bc06-22 6,0
98c61acc-a8fc-4fde-a125-33bbfd87206e,98c61acc-a8fc-4fde-a125-33bbfd87206e-37,0
a714ad7c-92bf-4c88-ba04-b0086fb72e7a,a714ad7c-92bf-4c88-ba04-b0086fb72e7a-82 1,0
b4f4830c-d0f0-4e78-ae6d-ece3bf3d10d8,b4f4830c-d0f0-4e78-ae6d-ece3bf3d10d8-12 6,0
a3a133fa-8f7c-43dd-85a8-ea7f85c69290,a3a133fa-8f7c-43dd-85a8-ea7f85c69290-23 5,0
ba924ba6-53e9-40b5-aaaa-eac478d7f794,ba924ba6-53e9-40b5-aaaa-eac478d7f794-39 6,0
d29bb04c-59e3-4f7a-9113-26615223c3fc,d29bb04c-59e3-4f7a-9113-26615223c3fc-19 1,0
5ebc36a9-641d-4e41-bc32-7d884877b6c6,5ebc36a9-641d-4e41-bc32-7d884877b6c6-nan,0
01c7a86f-47d6-4459-8052-37d94f99a653,01c7a86f-47d6-4459-8052-37d94f99a653-33,0
90b4735b-3fd0-4510-8dae-00b9390899bf,90b4735b-3fd0-4510-8dae-00b9390899bf-73 3,0
433763a5-3f36-4819-8240-bbb631740085,433763a5-3f36-4819-8240-bbb631740085-25 11,0
a5913268-3957-484f-b41f-347b0ba23338,a5913268-3957-484f-b41f-347b0ba23338-22 14_suppl,0
25248f80-fe99-48e5-9b8e-9baef3b8e23b,25248f80-fe99-48e5-9b8e-9baef3b8e23b-44,0
706aa543-e18f-4ead-9b21-4fdd29bff2a9,706aa543-e18f-4ead-9b21-4fdd29bff2a9-40,0
e6a9f76b-5239-4afd-9b6d-ec6007ae5b01,e6a9f76b-5239-4afd-9b6d-ec6007ae5b01-14 1,0
cf8e7aaa-7382-440f-a097-aa870631e8e0,cf8e7aaa-7382-440f-a097-aa870631e8e0-7,0
ad341cbc-8727-43dc-9a23-a05966ce1f25,ad341cbc-8727-43dc-9a23-a05966ce1f25-57,0
f17cd7ca-00ba-4cc7-b5d6-00d907cb14ca,f17cd7ca-00ba-4cc7-b5d6-00d907cb14ca-40,0
643b0c17-99ac-463b-81c4-df44ad66e34d,643b0c17-99ac-463b-81c4-df44ad66e34d-127,0
c0d762a5-d1c5-4428-b8fb-7a95a5d1853c,c0d762a5-d1c5-4428-b8fb-7a95a5d1853c-17,0
d4f21b1e-9e5f-4826-b4ab-b28cdefd0f57,d4f21b1e-9e5f-4826-b4ab-b28cdefd0f57-66 1,0
9d1b6c0f-be3f-43da-9e3e-487464a59986,9d1b6c0f-be3f-43da-9e3e-487464a59986-33 6,0
fc764fb2-441b-4a54-aabb-555f5b6ce1f5,fc764fb2-441b-4a54-aabb-555f5b6ce1f5-38,0
8dea56ff-1fb7-4dcd-9cd9-b6c18d7fcf8c,8dea56ff-1fb7-4dcd-9cd9-b6c18d7fcf8c-164 4,0
9aef3b55-2b26-4ede-8def-fcd0839b7d9d,9aef3b55-2b26-4ede-8def-fcd0839b7d9d-43 1,0
1f732346-014b-468b-af67-371e4fd031b4,1f732346-014b-468b-af67-371e4fd031b4-54,0
07cdd50b-b8ae-4d6a-a59a-cc06582d3287,07cdd50b-b8ae-4d6a-a59a-cc06582d3287-1 3,0
a82c6245-8223-4542-a61a-122eadde10fb,a82c6245-8223-4542-a61a-122eadde10fb-42,0
afdd2d91-e55a-48e5-a990-fab6c266a816,afdd2d91-e55a-48e5-a990-fab6c266a816-9,0
07a7931f-f249-4ae5-8cce-dd0ab1903d5a,07a7931f-f249-4ae5-8cce-dd0ab1903d5a-92 1,0
72ccaa51-bbe7-4b6c-b763-48063d12d485,72ccaa51-bbe7-4b6c-b763-48063d12d485-86,0
cbd2f27e-09bb-4b4f-bae6-4492cfa1a978,cbd2f27e-09bb-4b4f-bae6-4492cfa1a978-42 2,0
7698ac5f-22c2-455e-9a54-c47cc6b0da11,7698ac5f-22c2-455e-9a54-c47cc6b0da11-51 4,0
e227f350-ee82-4fb2-95a7-ea54ca9be690,e227f350-ee82-4fb2-95a7-ea54ca9be690-34 1,0
6806a4fd-e465-4e63-aa7f-b8151ddee3a4,6806a4fd-e465-4e63-aa7f-b8151ddee3a4-18 8,0
476b8ce6-a736-40f6-9b80-59ae562407d4,476b8ce6-a736-40f6-9b80-59ae562407d4-10 3,0
b08a0dfd-e5a9-4a0a-a1d5-16a2b8985937,b08a0dfd-e5a9-4a0a-a1d5-16a2b8985937-30 1,0
b6e9b869-3e68-42c6-ab41-146d8c393239,b6e9b869-3e68-42c6-ab41-146d8c393239--5 1,0
dbac407e-bbb8-4563-9030-5fa685719531,dbac407e-bbb8-4563-9030-5fa685719531-44,0
875343c4-7a7d-476a-bcf4-37487749bd36,875343c4-7a7d-476a-bcf4-37487749bd36-76 7,0
940462b0-c2ae-4cda-9e10-e3d7cffc353d,940462b0-c2ae-4cda-9e10-e3d7cffc353d-nan,0
ebed367d-6818-4a5c-b5f9-fccdd32d3431,ebed367d-6818-4a5c-b5f9-fccdd32d3431-61 1,0
55ac51ae-2fa9-4ac5-9d41-ded45d38fe28,55ac51ae-2fa9-4ac5-9d41-ded45d38fe28-17,0
c14021b1-9b97-4f28-93f9-75c4054565e6,c14021b1-9b97-4f28-93f9-75c4054565e6-27 2,0
3a9b84c7-227d-4c74-82e4-f5fb6df20140,3a9b84c7-227d-4c74-82e4-f5fb6df20140-33 1,0
592507fd-0739-4855-ae80-eb3dabbce52c,592507fd-0739-4855-ae80-eb3dabbce52c-24 5,0
da3aa7f4-bf6a-4701-b7b6-10b307db90df,da3aa7f4-bf6a-4701-b7b6-10b307db90df-90-C,0
afa2249c-69dc-4fa5-b85e-f3395766561b,afa2249c-69dc-4fa5-b85e-f3395766561b-148 1,0
26ed29a9-64ce-4d6c-9024-8b022fd2fe22,26ed29a9-64ce-4d6c-9024-8b022fd2fe22-46,0
89147d81-4abd-4d8d-972b-79613a41804e,89147d81-4abd-4d8d-972b-79613a41804e-5 6,0
9c325f93-fc57-49ae-bae2-b8b52260d1d4,9c325f93-fc57-49ae-bae2-b8b52260d1d4-33,0
e21035a5-0660-4372-a981-9789d24ac1ff,e21035a5-0660-4372-a981-9789d24ac1ff-64 3,0
51278f27-cfdd-4938-81e4-9d54ca7b3cd0,51278f27-cfdd-4938-81e4-9d54ca7b3cd0-11,0
31360f9e-e93e-467e-9b41-9fdb3e15ca5a,31360f9e-e93e-467e-9b41-9fdb3e15ca5a-27,0
6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a,6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a-nan,0
b6e9b869-3e68-42c6-ab41-146d8c393239,b6e9b869-3e68-42c6-ab41-146d8c393239-54 4,0
2f9ee757-886e-482e-93c3-8065b9912e63,2f9ee757-886e-482e-93c3-8065b9912e63-64,0
b3007da0-8560-489e-a1de-937fd96195fc,b3007da0-8560-489e-a1de-937fd96195fc-63,0
e4866174-bf20-4fac-a8e3-2f02202f3cd8,e4866174-bf20-4fac-a8e3-2f02202f3cd8-133,0
9af52a28-9ef6-464c-b01e-72be415f53c9,9af52a28-9ef6-464c-b01e-72be415f53c9-nan,0
ee0ae15b-f071-4a27-b8f3-2fb08af62fae,ee0ae15b-f071-4a27-b8f3-2fb08af62fae-42,0
c1910748-cf51-4346-9f09-55d2a5775843,c1910748-cf51-4346-9f09-55d2a5775843-109 3,0
b5fb729c-41d1-4db6-b4f3-4c23f8ba5294,b5fb729c-41d1-4db6-b4f3-4c23f8ba5294-16,0
b37be024-e5a5-49d9-a68f-22e8d74fe096,b37be024-e5a5-49d9-a68f-22e8d74fe096-41 4,0
51db9a3d-3396-4131-b3b2-1f7a1cdae9c9,51db9a3d-3396-4131-b3b2-1f7a1cdae9c9-nan,0
d2b6f83d-a912-40d2-af6d-03ad01c81c5e,d2b6f83d-a912-40d2-af6d-03ad01c81c5e-nan,0
