citation,paper,fake
7094521,9136093,0
29685222,9136093,0
14711347,9136093,0
253910327,245704099,0
252088527,245704099,0
232481864,210133143,0
252160719,238217077,0
252871342,233036005,0
53235550,24075216,0
255594077,202074035,0
202074035,21922849,0
44589100,38940159,0
21797404,30773486,0
35090790,22947616,0
35090790,269641,0
22947616,269641,0
244507978,219183295,0
219183295,199582604,0
219183295,70309317,0
244507978,69242822,0
199582604,69242822,0
70309317,69242822,0
244507978,44223300,0
219183295,44223300,0
214215024,44223300,0
244507978,10376612,0
219183295,10376612,0
199582604,10376612,0
70309317,10376612,0
69242822,10376612,0
44223300,10376612,0
219183295,16966041,0
46042716,38116957,0
42493964,38116957,0
33924073,38277844,0
46042716,38277844,0
42493964,38277844,0
42493964,28108359,0
38116957,28108359,0
46042716,34557450,0
38277844,34557450,0
23691389,34557450,0
11650332,5741404,0
220335764,42602087,0
256617947,251032969,0
253317972,231899233,0
250731978,231899233,0
253317972,220877292,0
236657808,220877292,0
226951320,220877292,0
250731978,104330173,0
231899233,104330173,0
220877292,104330173,0
253317972,59224714,0
250731978,59224714,0
231899233,59224714,0
236657808,59224714,0
220877292,59224714,0
104330173,59224714,0
253317972,104840023,0
231899233,104840023,0
236657808,104840023,0
220877292,104840023,0
208035909,52969331,0
253317972,19385313,0
231899233,19385313,0
236657808,19385313,0
220877292,19385313,0
59224714,19385313,0
104840023,19385313,0
253303782,248832365,0
218980655,210998487,0
218980655,207946925,0
210998487,207946925,0
247936955,226254927,0
235766779,226254927,0
256192520,247452269,0
253655112,247452269,0
257251800,247483720,0
249823166,237593703,0
247452269,237593703,0
35366931,30676679,0
10846657,8889986,0
8889986,36080552,0
162482262,131367106,0
230617529,182144924,0
251553501,229720366,0
39099601,12882627,0
12882627,33653439,0
12545836,30757178,0
220373228,3337918,0
1121576,3337918,0
3357237,25851476,0
3337918,3334939,0
19115550,3334939,0
3334939,3376721,0
245707563,232159384,0
253120495,231594020,0
249434715,231594020,0
27672896,24606907,0
246316065,237671599,0
22613333,13980768,0
22613333,30318639,0
25933489,1193385,0
25950551,1193385,0
225126133,56149730,0
7365909,59944215,0
59944215,7365909,0
59944215,44671109,0
7365909,44671109,0
46058983,5700347,0
14479664,18636956,0
14479664,45253110,0
255778102,249137599,0
253629113,249137599,0
34585833,43804678,0
108371569,34802179,0
24544404,13907589,0
24544404,14418261,0
13907589,14418261,0
45243606,12984439,0
3282321,12984439,0
3271383,12984439,0
257393116,225065627,1
257395231,225065627,1
30036685,225065627,1
257393874,209854486,1
12972658,209854486,1
257392942,209854486,1
257392687,209854486,1
242173462,209854486,1
838357,239681712,1
257394429,239681712,1
257392058,239681712,1
257392209,239681712,1
257392118,239681712,1
257392781,239681712,1
257392358,214506937,1
257394034,214506937,1
257394923,214506937,1
257392702,214506937,1
257392882,214506937,1
236163417,214506937,1
257393859,214506937,1
252559125,214506937,1
257393082,214506937,1
257392712,214506937,1
257394820,232355224,1
257395046,232355224,1
257395258,232355224,1
229720366,232355224,1
257395066,232355224,1
257392789,232355224,1
257394178,232355224,1
257394184,24987797,1
232420539,215948829,1
257394551,215948829,1
257392182,215948829,1
257392395,2178047,1
257392411,2178047,1
257394668,2178047,1
16200019,2178047,1
257394440,2178047,1
55824540,36606960,1
25267949,36606960,1
257392036,36606960,1
257392762,36606960,1
257392513,226193169,1
257393420,226193169,1
257393282,203609021,1
257393832,203609021,1
257395044,203609021,1
257391798,203609021,1
257391798,203609021,1
38116957,85151175,1
257392324,85151175,1
37134779,85151175,1
41273089,85151175,1
257392324,85151175,1
257394435,85151175,1
2033905,75791365,1
257392830,75791365,1
257395020,75791365,1
257392464,75791365,1
418790,75791365,1
257394696,75791365,1
257392739,75791365,1
257393379,75791365,1
257392594,237561766,1
257393674,237561766,1
54130071,237561766,1
257393262,237561766,1
22054668,237561766,1
257391931,237561766,1
257391815,237561766,1
257392189,237561766,1
257392594,237561766,1
257392863,46711191,1
257394216,46711191,1
257393282,46711191,1
257392516,46711191,1
257393932,52298978,1
257394216,52298978,1
257392211,52298978,1
257393729,52298978,1
257392988,22238059,1
257394922,14154659,1
257393993,14154659,1
257395203,14154659,1
20865445,14154659,1
5700347,14154659,1
257393131,14151582,1
257392263,19653587,1
233954382,19653587,1
224321528,19653587,1
257395114,19653587,1
257393614,19653587,1
257393663,19653587,1
31929237,19653587,1
257395318,19653587,1
25851476,19904885,1
257393212,1237780,1
15067386,1237780,1
257393213,1237780,1
42351921,1237780,1
257394075,1237780,1
257393306,19966672,1
257392064,19966672,1
257394705,19966672,1
257393880,19966672,1
232142336,19966672,1
251032969,19966672,1
257391845,19966672,1
257393708,19966672,1
257393206,19966672,1
257392676,8160903,1
257391838,8160903,1
257395328,8160903,1
257395008,8160903,1
257392273,8160903,1
257395140,8160903,1
233433006,238814041,1
257391935,238814041,1
235453436,238814041,1
257392305,238814041,1
257394535,238814041,1
257394007,238814041,1
257393083,238814041,1
16229449,201836678,1
257392535,201836678,1
257394178,201836678,1
257392786,201836678,1
257392669,201836678,1
257393217,201836678,1
257391887,201836678,1
257394869,201836678,1
257392598,201836678,1
257393072,201836678,1
257393230,27794840,1
257393814,27794840,1
257394862,27667270,1
257395194,27667270,1
257394847,27667270,1
257392364,27667270,1
257391890,27667270,1
257394388,27667270,1
257391855,27667270,1
257392593,27667270,1
257393294,27588600,1
193005665,27351979,1
1881617,27351979,1
257395092,27393318,1
257394708,27393318,1
257392912,27393318,1
257394804,27393318,1
257393174,27393318,1
196560935,27393318,1
257393315,33402859,1
257393763,33402859,1
257394288,33402859,1
238814041,33402859,1
75791365,33402859,1
257394718,31929237,1
257394714,31929237,1
257393206,31929237,1
257394434,31929237,1
257392409,31929237,1
257394587,31929237,1
257393963,31929237,1
257392831,30640608,1
257392767,30640608,1
34557450,30640608,1
257391807,30333216,1
257394751,30333216,1
257392117,30333216,1
35846680,30333216,1
257392684,30333216,1
257394725,30333216,1
257394323,30333216,1
257394370,30333216,1
257393792,30333216,1
208476742,30333216,1
257392140,28679281,1
257395007,28679281,1
25182370,28679281,1
257391888,28679281,1
257392543,46393313,1
251032969,25632366,1
257393552,25632366,1
41941337,25632366,1
257392048,25632366,1
257392324,25632366,1
257393311,25632366,1
257394522,25632366,1
257393360,25632366,1
257392292,25632366,1
257392769,25632366,1
257393785,195064109,1
257392447,195064109,1
257395020,195064109,1
257392519,195064109,1
257391951,195064109,1
257393040,23917679,1
257395257,23917679,1
35391003,23917679,1
257392123,159373645,1
257394751,159373645,1
257392155,159373645,1
34798035,4733413,1
257393027,4733413,1
257392012,45069334,1
257392395,45069334,1
226951320,45069334,1
257394778,45069334,1
199541131,45069334,1
257392658,45069334,1
257393185,45069334,1
257392848,214338841,1
28918925,214338841,1
10650788,214338841,1
232368960,214338841,1
257393306,3174114,1
257392071,3174114,1
257393453,3174114,1
257394621,3174114,1
257394202,3174114,1
38793640,33126243,1
21922849,33126243,1
257392395,33126243,1
257392902,33126243,1
257393814,33126243,1
257392715,33126243,1
18750936,201968370,1
257393256,201968370,1
257393709,201968370,1
257393780,201968370,1
29482050,201968370,1
257393000,201968370,1
257392487,26354945,1
257395259,26354945,1
257393310,26354945,1
257394897,26354945,1
257392212,41273089,1
257392863,41273089,1
257395139,41273089,1
118090602,41273089,1
30237709,232058337,1
257392211,39213875,1
44866314,39213875,1
193005665,39213875,1
42754104,39213875,1
257394585,39213875,1
257393004,39213875,1
118090602,39213875,1
257392213,39213875,1
4202272,39213875,1
257392441,39636218,1
257393451,39636218,1
257393657,39636218,1
257392886,39636218,1
257393977,6492721,1
257393251,6492721,1
257394467,6492721,1
257392160,6492721,1
257393064,6492721,1
257394383,6492721,1
257393082,6492721,1
35182700,29223630,1
257394905,29223630,1
257393134,29223630,1
257393213,29223630,1
257391953,13292006,1
27717248,13292006,1
232317560,37357946,1
257395104,37357946,1
162627129,21567508,1
257393705,21567508,1
257394166,21567508,1
257394590,21567508,1
257394118,21567508,1
257393200,19262418,1
257393205,19262418,1
257393364,19262418,1
257392335,19262418,1
257392967,19262418,1
29482050,19262418,1
31929237,19262418,1
257394899,219106163,1
257394379,219106163,1
257394655,219106163,1
257394905,1881617,1
44866314,1881617,1
257391902,219429328,1
257393747,219429328,1
257394047,219429328,1
257394155,219429328,1
257392787,219429328,1
257394513,219429328,1
257393990,219429328,1
257392228,36383341,1
257394057,36383341,1
257392188,36383341,1
257392939,36383341,1
33749822,36383341,1
31103485,36383341,1
257392059,36383341,1
257392084,36383341,1
257395144,45538643,1
257392711,45538643,1
38940159,45538643,1
257392334,45538643,1
257392543,45538643,1
257394296,45538643,1
257394409,45538643,1
257393846,247462237,1
257394268,247462237,1
257395274,247462237,1
257394589,247462237,1
257394614,247462237,1
257394976,211048597,1
257392915,211048597,1
14154659,211048597,1
45568517,211048597,1
204756383,222125022,1
257392026,222826426,1
257395151,222826426,1
257394632,222826426,1
257394332,222826426,1
257393981,222826426,1
257393159,191680767,1
257392161,191680767,1
257392112,191680767,1
257392615,191680767,1
257393963,222420218,1
257394649,222420218,1
257394515,237316329,1
257392793,237316329,1
159333793,237316329,1
140560471,128487683,1
140560471,128487683,1
257394048,212641146,1
257394081,212641146,1
257394084,212641146,1
838357,212641146,1
257394969,212641146,1
195064109,212641146,1
257392227,199819908,1
169295072,199819908,1
257394204,199819908,1
257394909,199819908,1
257393568,199819908,1
257395327,199819908,1
257392262,27270547,1
3346033,27270547,1
257393060,27270547,1
257395231,99909081,1
257394386,17729510,1
39213875,17729510,1
257393250,17729510,1
257394792,17729510,1
257392861,235172099,1
14154659,235172099,1
257394915,235172099,1
257392385,235172099,1
257394345,235172099,1
257394380,227122767,1
257392663,227122767,1
42741574,227122767,1
257393326,188597569,1
257393095,188597569,1
257393860,188597569,1
257393416,188597569,1
257394799,188597569,1
257392211,188597569,1
257393330,188597569,1
257392747,188597569,1
257393603,188597569,1
257394085,188597569,1
257394153,198304874,1
29223630,198304874,1
257393963,198304874,1
23655657,198304874,1
257394081,198304874,1
44866314,198304874,1
257392424,198304874,1
257392265,196561263,1
30237709,196561263,1
116801239,196561263,1
257393752,196561263,1
257393925,166756952,1
257393960,166756952,1
257393459,166756952,1
257391826,166756952,1
257392663,166756952,1
257393699,166756952,1
203140153,166756952,1
58157243,166756952,1
257393726,145974745,1
20552089,145974745,1
257392910,145974745,1
257392469,145974745,1
257394156,137174721,1
257393238,137174721,1
257392087,137174721,1
41965752,127985451,1
257393101,127985451,1
257391907,127985451,1
257393237,60604879,1
257394343,60604879,1
257393406,60604879,1
35182700,220284888,1
257392983,220284888,1
257393631,220284888,1
257394928,220284888,1
257393673,220284888,1
159758061,220284888,1
257394703,54634721,1
257394488,54634721,1
257395032,54634721,1
257392971,54634721,1
203606383,54634721,1
214535261,54634721,1
257393341,54634721,1
257392226,51708180,1
257393705,51708180,1
257392997,51708180,1
257392486,51708180,1
257395233,51708180,1
257395082,51708180,1
27338751,39514587,1
135924033,39514587,1
257392690,39514587,1
257393072,39514587,1
51697813,45323370,1
257391793,45323370,1
257392367,45323370,1
57375024,45323370,1
257395293,45323370,1
257394451,45323370,1
257395043,45265900,1
257394407,45265900,1
257392679,43862558,1
257394586,43862558,1
257394441,43862558,1
257394482,43862558,1
257392231,43862558,1
257391846,43862558,1
257394282,43103677,1
257393416,43103677,1
257392759,43103677,1
257393240,42488828,1
257394413,22739462,1
159329194,22739462,1
238217077,22739462,1
257394419,22739462,1
257394344,22739462,1
257395124,22739462,1
257392823,22739462,1
237561766,20219770,1
257392900,20219770,1
257394558,20219770,1
257393015,20219770,1
257394156,20219770,1
257394214,20219770,1
257392826,19266356,1
257393158,19266356,1
257393237,19266356,1
257394436,19266356,1
257393447,37325739,1
257392489,37325739,1
257394718,37325739,1
257393002,36939482,1
257392283,36939482,1
235074594,36939482,1
257394661,36939482,1
257392644,32567775,1
257393977,32567775,1
257392118,32567775,1
257392753,32567775,1
257394502,9203179,1
257394472,9203179,1
257394451,9203179,1
257394372,9203179,1
257393818,9203179,1
257392225,233411911,1
257395117,233411911,1
956590,233411911,1
16923867,233411911,1
233036005,199170917,1
235676498,199170917,1
251553501,199170917,1
257394133,199170917,1
257394898,199170917,1
257393399,199170917,1
257395003,27363741,1
257391970,27363741,1
257395017,21211324,1
257391977,27294992,1
257393280,27294992,1
257394942,27294992,1
12676170,27294992,1
257394488,27294992,1
257392027,39405744,1
257392212,39405744,1
257392212,39405744,1
118090602,39405744,1
257393134,39405744,1
162482262,39405744,1
44223300,208539234,1
257392464,208539234,1
40916087,208539234,1
257393221,208539234,1
257392169,208539234,1
257394649,208539234,1
257393687,208539234,1
257393798,208539234,1
257394700,226206381,1
257394161,226206381,1
140317321,226206381,1
257393205,226206381,1
231590362,226206381,1
257392073,247978207,1
254106586,247978207,1
257391992,247978207,1
257391803,247978207,1
257251800,247978207,1
257393561,247978207,1
257393547,247978207,1
140560471,118090602,1
128487683,118090602,1
257392615,10259438,1
34438283,10259438,1
257393973,10259438,1
257392825,10259438,1
257395141,10259438,1
257393240,31481304,1
257394727,31481304,1
257392211,31481304,1
257394435,31481304,1
257393933,31481304,1
45418390,31481304,1
34798035,31481304,1
257394441,31481304,1
25428147,31481304,1
257395253,159359677,1
257394974,159359677,1
23655657,159359677,1
257394301,159359677,1
40700757,159359677,1
257395138,159359677,1
257392586,159359677,1
257394302,248007137,1
11162827,248007137,1
1120424,248007137,1
159329194,248007137,1
257392965,228090999,1
35090790,228090999,1
237854343,228090999,1
257393116,228090999,1
257393683,228090999,1
257394727,37706008,1
41273089,37706008,1
257394586,37706008,1
10650788,37706008,1
257393654,37706008,1
257392826,35391003,1
257392762,35391003,1
257393203,35391003,1
16200019,244179662,1
257394506,244179662,1
257393899,244179662,1
257395254,244179662,1
257391874,244179662,1
257393294,244179662,1
257392436,244179662,1
162396957,244179662,1
41273089,244179662,1
41012649,51697813,1
257393786,51697813,1
257394912,51697813,1
257394764,51697813,1
257392560,51697813,1
257395203,51697813,1
18636956,208417758,1
257392836,208417758,1
257393392,208417758,1
155335833,208417758,1
257393258,208417758,1
257395170,208417758,1
257392667,208417758,1
22209208,208417758,1
257394327,208417758,1
257393221,138590342,1
257395305,138590342,1
257392405,138590342,1
257395283,138590342,1
257391799,148830796,1
257394795,148830796,1
42493964,148830796,1
257391866,148830796,1
257395077,148830796,1
257395321,148830796,1
15230445,148830796,1
21253154,148830796,1
257393036,145015296,1
27363741,145015296,1
257392001,145015296,1
257394316,145015296,1
257392142,145015296,1
257394189,145015296,1
257394698,145015296,1
257392784,145015296,1
12397688,145015296,1
257392023,145015296,1
257394326,106409833,1
257392598,106409833,1
257394693,106409833,1
30469375,155184901,1
257393205,40700757,1
257393120,40700757,1
257393134,40700757,1
257391793,52930263,1
257392519,52930263,1
257392912,52930263,1
257392439,52930263,1
257393218,52930263,1
257395028,52930263,1
257392800,52930263,1
34709563,52930263,1
30198692,43193019,1
257394815,43193019,1
257394767,43193019,1
257392826,43193019,1
162396957,43193019,1
257392401,43193019,1
257391980,33450665,1
2033905,33450665,1
257394983,33450665,1
257393565,33450665,1
257394049,33450665,1
257391837,33450665,1
257393303,33335776,1
257394476,33335776,1
207260207,43674476,1
257395169,43674476,1
257395151,37107474,1
257391855,208476742,1
257392230,208476742,1
257392596,208476742,1
150798397,208476742,1
257392140,208476742,1
257394611,208476742,1
257393941,208476742,1
45538643,208476742,1
257391901,208476742,1
257393689,208476742,1
7734206,29525208,1
257392558,29525208,1
257394174,29525208,1
257394658,29525208,1
257394862,29525208,1
257392545,29525208,1
236163417,29525208,1
257394612,29525208,1
12985345,32242144,1
257391839,32242144,1
418790,32242144,1
140560471,32242144,1
257393568,21958345,1
163089792,21958345,1
257392700,21958345,1
33653439,21958345,1
257392665,21958345,1
257392095,21958345,1
257394302,226568673,1
257394449,201659195,1
257395051,36951962,1
253859457,36951962,1
23708435,36951962,1
233036005,36951962,1
257393072,36951962,1
257393503,203140153,1
99909081,203140153,1
5588860,203140153,1
257394024,110258390,1
257394400,110258390,1
257394842,110258390,1
257391909,110258390,1
257394828,110258390,1
257393402,195567322,1
257392629,195567322,1
257392821,195567322,1
257392773,195567322,1
257394872,195567322,1
31192497,204674650,1
257395093,204674650,1
229720366,204674650,1
257394459,204674650,1
257392790,204674650,1
257392754,204674650,1
53754215,204815132,1
257392193,204815132,1
257393948,204815132,1
257392088,204815132,1
257395074,204815132,1
257392855,204815132,1
257393208,204815132,1
257394647,204815132,1
257392718,209984128,1
257395275,22767060,1
257392647,22767060,1
257391972,4202272,1
118090602,4202272,1
4733413,4202272,1
257394585,4202272,1
257394711,4202272,1
257393004,4202272,1
257393004,4202272,1
257394711,4202272,1
257392187,216842836,1
257392433,216842836,1
257393909,216842836,1
257392521,216842836,1
257392581,216842836,1
257394183,216842836,1
257392113,216842836,1
257395070,218758929,1
201836678,218758929,1
257393730,218758929,1
257394202,218758929,1
257394208,218758929,1
140560471,218758929,1
3376721,218758929,1
32773234,218758929,1
257392516,218758929,1
257392145,174808944,1
257392099,174808944,1
257395142,174808944,1
257394191,174808944,1
257395081,174808944,1
257392607,202558150,1
257394715,202558150,1
257393134,202558150,1
9136093,202558150,1
70309317,202558150,1
257395233,202558150,1
257393007,202558150,1
257394885,202558150,1
257393731,202558150,1
257392425,169295072,1
21324677,169295072,1
38928357,169295072,1
257395096,169295072,1
257394471,169295072,1
257394348,157009073,1
257393218,157009073,1
257392072,157009073,1
257391803,157009073,1
257391885,152212622,1
257392682,152212622,1
257394050,152212622,1
193005665,152212622,1
257394926,152212622,1
39604571,152212622,1
257393997,152212622,1
257392283,150572129,1
257393509,150572129,1
42351921,150572129,1
257391827,150572129,1
41965752,150572129,1
257393526,150572129,1
238814041,149551550,1
257393847,195668045,1
257392654,195668045,1
257393785,195668045,1
257395293,195668045,1
257392820,195668045,1
45265900,195668045,1
7734206,195668045,1
257392247,195668045,1
257394220,195668045,1
43193019,195668045,1
