id,sha,title,url,abstract,fake
207393142,a9b61a61a603fb3b12937d53034ed1772bb19a71,Dental considerations for patients taking weight-loss medications.,https://www.semanticscholar.org/paper/a9b61a61a603fb3b12937d53034ed1772bb19a71,"BACKGROUND
In this article, the authors examine prescription weight-loss medications and related dental considerations for oral health care professionals (OHCPs). The authors focus on the most common prescription weight-loss drugs and their potential interactions with medications frequently used in dental practice, and they include recommendations for modification in patient care.


METHODS
The authors reviewed the literature regarding interactions between weight-loss drugs and medications commonly used in dentistry, including patient-treatment considerations. They also address the interactions of greatest clinical concern that have a high-quality evidence-based foundation in either randomized controlled clinical trials or meta-analyses.


CONCLUSIONS
Dental treatment can be performed and medications commonly used in dentistry can be administered safely to patients taking orlistat, an inhibitor of fat absorption. The same may not be true, however, for other weight-loss medications that modify the central nervous system neurotransmission of norepinephrine, dopamine or serotonin. OHCPs should be aware of the potential theoretical and pharmacokinetic risks relative to the actual clinical and reported risks for hypertension and cardiotoxicity in particular.


PRACTICAL IMPLICATIONS
Recognition and avoidance of potential weight-loss drug interactions, especially those with medications commonly used in dentistry, can help clinicians optimize patient treatment while emphasizing patient safety.",0
226193169,a0cbdea450be485b0a674dafafa25dcd36e07f29,Snow water scarcity induced by record-breaking warm winter in 2020 in Japan,https://www.semanticscholar.org/paper/a0cbdea450be485b0a674dafafa25dcd36e07f29,,0
221076729,f4912163fa7cd3e65310b7cd31e8827f4ee598e1,Classification of endometriosis,https://www.semanticscholar.org/paper/f4912163fa7cd3e65310b7cd31e8827f4ee598e1,"Endometriosis is a chronic disease associated with pelvic pain and infertility. Several classification systems for the severity of endometriosis have been proposed. Of these, the revised American Society for Reproductive Medicine classification is the most well-known. The ENZIAN classification was developed to classify deep infiltrating endometriosis and focused on the retroperitoneal structures. The endometriosis fertility index was developed to predict the fertility outcomes in patients who underwent surgery for endometriosis. Finally, the American Association of Gynecological Laparoscopists classification is currently being developed, for which 30 endometriosis experts are analyzing and researching data by assigning scores to categories considered important; however, it has not yet been fully validated and published. Currently, none of the classification systems are considered the gold standard. In this article, we review the classification systems, identify their pros and cons, and discuss what improvements need to be made to each system in the future.",0
203609021,4f729c9ece23b63921899d94929b8b5670e28ff9,The geometrical characteristics of nickel-based metal organic framework on its entrapment capability.,https://www.semanticscholar.org/paper/4f729c9ece23b63921899d94929b8b5670e28ff9,,0
210934409,095ef86ecc1acd3a951abc1cbc77c48b11588da8,"Challenges for rotational grazing practice: Views from non-adopters across the Great Plains, USA.",https://www.semanticscholar.org/paper/095ef86ecc1acd3a951abc1cbc77c48b11588da8,,0
85151175,d3ec2c566acfce77d0fdbad9fe3566a8eb1d31d3,CHOOSY ENZYME KEEPS FISH AFLOAT,https://www.semanticscholar.org/paper/d3ec2c566acfce77d0fdbad9fe3566a8eb1d31d3,"![Figure][1] 

When the icy waters around Antarctica became isolated from the rest of the planet's oceans, the creatures trapped there had no choice but to adapt or die, and notothenioids were no exception. Evolving from bottom-dwelling ancestors that lacked swim bladders, notothenioids couldn'",0
75791365,2d153dc4553aab69bf6ceb2f8288601c8124f54b,110 Broadly neutralizing antibodies for serotherapy and vaccine design,https://www.semanticscholar.org/paper/2d153dc4553aab69bf6ceb2f8288601c8124f54b,"Memory B lymphocytes and long-lived plasma cells represent a repository of the antigenic experience of an individual. By analyzing the specificity and function of these cells we can gain insights into the human immune response to pathogens and vaccines, identify correlates of protection, and isolate neutralizing antibodies and protective T cells. To interrogate human memory B cell and plasma cell repertoires we developed 2 culture-based high-throughput methods that are used to isolate, with high efficiency, human monoclonal antibodies of distinctive specificities. Unusually potent neutralizing antibodies against human cytomegalovirus were isolated from infected donors and used to identify the viral ligands and to design an experimental vaccine. We also isolated antibodies of exceptional breadth, such as a pan-influenza A neutralizing antibody and an antibody that neutralizes both respiratory syncytial virus and metapneumovirus. By targeting conserved structures, these broadly neutralizing antibodies are less prone to select escape mutants and are therefore promising candidates for prophylaxis and therapy of infections as well as tools for the design of improved subunit vaccines.",0
237561766,efd953edee46efffabf2fb644da03d9fd29c0e61,Research on Determinants of Brand Loyalty of Consumer: Evidence from Organic Food Industry in Vietnam,https://www.semanticscholar.org/paper/efd953edee46efffabf2fb644da03d9fd29c0e61,"The term “organic food” has become one of the faste st-growing consumption trends in the cuisine industry not only i the world but also in Vietnam. It is mainly due to the fact that brands currently play a range of significant roles in enhancement of consumers’ lives and improvement of the company's financial value. Brands are significant for marketers in meeting the desirable and necessary needs of consumers through establishing and communicating br and stories. The paper is conducted with the approach from consumer for the p urpose of estimating appropriate determinants influencing on brand loyal ty of consumer in the context of Vietnamese economy, especially in organic food indu stry. After analyzing the data of 450 questionnaires with descriptive statistics, reliability statistics, correlation and regression analysis between both direct effects of independents variables to dependent variable by SPSS 20 software, it is evide nt that functional value, social value, emotional value price worthiness, brand trus t and brand social responsibility image directly impact on brand loyalty of consumer. More importantly, the author propose a range of eff ici nt solutions as well as effective marketing strategies for Vietnamese enter prises to establish, maintain and promote the brand loyalty of customer based on the res arch results; especially focusing on enhancing the perceived values of consu mer to the brand, building information communication channels distribution cha nnel; and conducting the discount programs in some special occasions, which is an imperative issue in both theoretical and practical aspects.",0
46711191,2812b3cabcda2da4441cbdc5d6a4e7c81cdbfa73,A loop based approach to analytical multi-core cable modelling,https://www.semanticscholar.org/paper/2812b3cabcda2da4441cbdc5d6a4e7c81cdbfa73,"This paper presents a loop based formulation for the impedance and admittance matrices of multi-core cables. Previous studies using the finite element method have demonstrated the validity of this formulation, but have not demonstrated a systematic method of constructing the impedance and admittance matrices for simulation. These matrices for cables, with and without enclosing armours, are derived in this paper. Analytical examples are provided to demonstrate how each component impedance and admittance is incorporated into the loop based approach. This includes the proximity effects within the multi-core cables. The methods used in the analytical examples to calculate each component impedance and admittance can be modified without change to the demonstrated loop based formulation. This applies even if more advanced techniques are developed to calculate these components. The models presented in this paper are valid only in TEM propagation range, giving a frequency range up to 10MHz.",0
52298978,455bd9650ac5c16129699e066562232b7b5f3616,Reflection: A Supervisor’s Journey through Middle Earth,https://www.semanticscholar.org/paper/455bd9650ac5c16129699e066562232b7b5f3616,A brief metaphorical reflection on the work of supervision that draws on Tolkien's Lord of the Rings trilogy.,0
22238059,bb344af5c5b3b6fd6ae1f08c608d6600e28734e6,Vehicle speed control and safety prototype using controller area network,https://www.semanticscholar.org/paper/bb344af5c5b3b6fd6ae1f08c608d6600e28734e6,"Automotive electronics is developing a standard in vehicles. In-vehicle networking is used in control circuits to increase vehicle safety and reliability to ensure intelligent control with high performance. This paper presents the development of vehicle speed controlled driving system for a semi-autonomous vehicle to reduce or avoid emergency conditions while improving the driver-vehicle interface. In-vehicle networking works with different protocols which is a method for communicating data among distributed electronic modules via a serial data bus. CAN is a vehicle bus used for communication between microcontrollers without host computer. This system will analyze and introduce monitoring and controlling automatic headlight, vehicle speed control with obstacle detection, temperature, seat-belt and battery voltage to handle an emergency situation through two nodes which are communicating through CAN protocol. These nodes monitoring and controlling above parameters by communicating with each other.",0
14154659,dbea693629a85b1a8fd9846cdad730a11da4a14d,Relay selection in multi-user amplify-forward wireless relay networks,https://www.semanticscholar.org/paper/dbea693629a85b1a8fd9846cdad730a11da4a14d,"For multi-user (MU) amplify-and-forward (AF) cooperative networks, their spectral efficiency can be upgraded within the orthogonal transmission of each source node to an assigned subset of all available relays while their information throughput can be improved through optimized power allocation. We consider the joint optimization in both relay assignment for each source-destination pair and power allocation, which is in fact among the hardest problems in optimization. This is the minimization of a nonconvex objective function subject to mixed integer constraints. The existing numerical algorithms could rarely address to its solutions through computationally affordable procedures. Even the conventional relaxation of the integer constraints by linear constraints does not lead to convex optimization, so the standard convexification does not work either. Nevertheless, we show that it can be effectively solved in the d.c. (difference of two convex) programming context. Numerical simulation confirms the effectiveness of our setting.",0
14151582,600b892c9cc0fe95c0420830c2c48226461a71f6,Classifying trip characteristics for describing routine and non-routine trip patterns,https://www.semanticscholar.org/paper/600b892c9cc0fe95c0420830c2c48226461a71f6,"Public transport companies need to exhaust the utilisation capacity of their services in the most efficient way. Therefore, especially during off-peak hours, it is necessary to attract more passengers by offering specific, customised services. As part of the scientific project NRT (“Non-Routine Trips”), we examine habits, preferences and interest profiles of lifestylebased user groups in order to identify key requirements for enhancing public transport services and motivating passengers to also use the services for non-regular journeys.",0
21990474,bb7db5b51864979671b9d860aa1aacc09ad6e150,A kinetic model of catabolic adaptation and protein reprofiling in Saccharomyces cerevisiae during temperature shifts,https://www.semanticscholar.org/paper/bb7db5b51864979671b9d860aa1aacc09ad6e150,"In this article, we aim to find an explanation for the surprisingly thin line, with regard to temperature, between cell growth, growth arrest and ultimately loss of cell viability. To this end, we used an integrative approach including both experimental and modelling work. We measured the short‐ and long‐term effects of increases in growth temperature from 28 °C to 37, 39, 41, 42 or 43 °C on the central metabolism of Saccharomyces cerevisiae. Based on the experimental data, we developed a kinetic mathematical model that describes the metabolic and energetic changes in growing bakers' yeast when exposed to a specific temperature upshift. The model includes the temperature dependence of core energy‐conserving pathways, trehalose synthesis, protein synthesis and proteolysis. Because our model focuses on protein synthesis and degradation, the net result of which is important in determining the cell's capacity to grow, the model includes growth, i.e. glucose is consumed and biomass and adenosine nucleotide cofactors are produced. The model reproduces both the observed initial metabolic response and the subsequent relaxation into a new steady‐state, compatible with the new ambient temperature. In addition, it shows that the energy consumption for proteome reprofiling may be a major determinant of heat‐induced growth arrest and subsequent recovery or cell death.",0
19653587,66d0698ec2ff3dad5cd27283ea4d8198c135aae2,[CYCLIC VARIATIONS OF LARYNGOTRACHEITIS IN CHILDREN].,https://www.semanticscholar.org/paper/66d0698ec2ff3dad5cd27283ea4d8198c135aae2,"It was analyzed the incidences of laryngotracheitis (LT) in children aged 0 to 14 years in Vinnytsya between 1995 and 2008. It was studied seasonal and circadian rhythms of LT in children. The seasonal variations of LT are characterized by two-wave curve with peaks in October and March, and with a significant decrease in July and August. The incidences of LT in October and March exceed the incidences of LT in July and August in 2.6 times. Circadian variation of LT is characterized by peak at night. The incidences of LT at night exceed the incidences in the morning in 2.6 times. The total number of the incidences of LT in the evening and at night exceed the total number of the incidences of LT in the morning and in the afternoon in 1.7 times. The maximum of incidences of LT to minimum of incidences of LT per hour ratio is 5:1 in girls compared to 4:1 in boys.",0
19904885,dba7ac44bb8358ef0f0b993414d89b36b944f7a2,An Experimental Neural Network Cardiac Analyzer,https://www.semanticscholar.org/paper/dba7ac44bb8358ef0f0b993414d89b36b944f7a2,,0
1237780,8a80e2fb840b64247027959e58144f6ce78c0615,Exact analysis of bit error probability for trellis coded QPSK,https://www.semanticscholar.org/paper/8a80e2fb840b64247027959e58144f6ce78c0615,This letter presents an exact analysis of bit error probability for trellis coded modulation with soft decision Viterbi decoding. It is shown that this analytical technique is effective for low signal-to-noise power ratio where bounds are useless. The extension to asymmetric constellation is also investigated.,0
19966672,edb7c937241b90e6dc5ccefa43e5aa129bec52be,Electromagnetic imaging of permittivity profiles by an improved spectral inverse technique,https://www.semanticscholar.org/paper/edb7c937241b90e6dc5ccefa43e5aa129bec52be,"A way to improve the ill-posedness of inverse scattering problems by making the cell size of the discretization much larger is proposed. In order to see the effect of the larger cell discretization, a 24-cell structure (0.1 lambda *0.1 lambda ) is divided into 4 large cells (0.1 lambda *0.6 lambda ). Step and continuous permittivity profiles are reconstructed by the 24-cell discretization and the 4-cell discretization, respectively, for X/sub 0/=0.3 lambda . The 4-cell discretization gives a result very close to the original dielectric profile, but the computation time is reduced significantly compared to the 24-cell inversion since the number of unknowns for 4-cell discretization is reduced to 12 from 24.<<ETX>>",0
7211558,8dbc81df6378cce3caa5fbfb8f92ab2e8dae1a12,Mechanisms shaping the development of personality and personality disorders in children and adolescents.,https://www.semanticscholar.org/paper/8dbc81df6378cce3caa5fbfb8f92ab2e8dae1a12,"Until the end of the nineties last century personality disorders could not be diagnosed before the age of eighteen. Nevertheless, the results of studies published in the last decade have revealed that personality disorders can be observed in children and adolescents and that personality disorders diagnosed in adult patients had been present as early as in childhood. The knowledge of possible mechanisms shaping personality disorders in childhood is unsatisfactory and needs to be expanded. Developmental psychology explains the development of abnormal personality through inappropriate attachment patterns and abnormal transitions between developmental phases. Genetic and temperamental factors are also important in the aetiology of personality disorders as well as early maladaptive schemas resulting from personal experiences and interactions with others. The aim of this article is to review the current knowledge on the mechanisms shaping the development of personality and personality disorders in childhood and adolescence.",0
10241326,5fadd15ca6a4a1b063c799840834ef92dcf459f2,Recovery of the Reproductive Capability Following Exposure to 4-tert-Octylphenol in the Neotropical Cichlid Fish Cichlasomadimerus,https://www.semanticscholar.org/paper/5fadd15ca6a4a1b063c799840834ef92dcf459f2,,0
8160903,64ff058be12766c939c06a0d04514968b91ddb85,Surgical Intervention for Neonatal and Infantile-Onset Severe Colonic Crohn’s Disease: Report of Three Cases,https://www.semanticscholar.org/paper/64ff058be12766c939c06a0d04514968b91ddb85,,0
238814041,f67268a540e62d3ca86945d7dceedecdc16d9e3f,Dynamic Free-Spectral-Range Measurement for Fiber Resonator Based on Digital-Heterodyne Optical Phase-Locked Loop,https://www.semanticscholar.org/paper/f67268a540e62d3ca86945d7dceedecdc16d9e3f,"We propose a novel scheme, based on digital-heterodyne optical phase-locked loop with whole-fiber circuit, to dynamically measure the free-spectral-range of a fiber resonator. The optical phase-locked loop is established with a differential frequency-modulation module consists of a pair of acousto-optic modulators. The resonance-tracking loop is derived with the Pound-Drever-Hall technique for locking the heterodyne frequency of the OPLL on the frequency difference between adjacent resonance modes. A stable locking accuracy of about 7 × 10?9 and a dynamic locking accuracy of about 5 × 10?8 are achieved with the FSR of 8.155 MHz, indicating a bias stability of the resonator fiber optic gyro of about 0.1?/h with 10 Hz bandwidth. In addition, the thermal drift coefficient of the FSR is measured as 0.1 Hz/?C. This shows remarkable potential for realizing advanced optical measurement systems, such as the resonant fiber optic gyro, and so on.",0
201836678,ace83624f0c02e777be8fc58b79d7d5849ee9fb0,[Expression of RAGE in asthmatic rats and the intervention of Roxithromycin].,https://www.semanticscholar.org/paper/ace83624f0c02e777be8fc58b79d7d5849ee9fb0,"Objective: To observe the expression of the Receptor of Advanced glycation end products (RAGE) in asthmatic rats, and explore the intervention of Roxithromycin. Methods: A total of 18 Specific Pathogen Free-class Brown Norway male rats were randomly divided into control group, asthma model group and Roxithromycin group, with 6 rats in each group. The asthmatic model was sensitized by intraperitoneal injection of Ovalbumin (OVA)+Al(OH)(3), and challenged with OVA. Rats in Roxithromycin group were given Roxithromycin 30 mg/kg 30 minutes before each challenge. Rats in control group and asthma model group were treated with equal volume of saline. The concentrations of RAGE and interleukin (IL)-4 in serum and bronchoalveolar lavage fluid (BALF) were measured by enzyme-linked immunosorbent (ELISA); the pathological changes of lung tissues were observed by HE-staining; the thickness of airway wall and airway smooth muscle were measured by Image-Pro Plus; the relative expression of RAGE in lung tissues were detected by Western blot. Results: In asthma model group, the concentrations of RAGE and IL-4 in the serum and BALF were obviously higher than those in control group [(494±32) vs (327±45) ng/L; (32.4±5.8) vs (13.1±2.9) ng/L; (553±38) vs (399±56) ng/L; (37.8±3.4) vs (19.4±2.5) ng/L] (all P<0.01); in Roxithromycin group, the concentrations of RAGE and IL-4 in the serum and BALF were obviously lower than those in asthma model group [(438±18) vs (494±32) ng/L; (22.8±6.0) vs (32.4±5.8) ng/L; (444±42) vs (553±38) ng/L; (25.6±4.5) vs (37.8±3.4) ng/L] (all P<0.05). In asthma model group, the bronchial wall was thickened, the lumen was narrow, the mucosal wrinkles were significantly increased, edema appeared under the mucosa, and a large number of inflammatory cells infiltrated and aggregated in the bronchi, perivascular and alveolar spaces; the thickness of airway wall and airway smooth muscle were significantly increased than those in control group (P<0.01); in Roxithromycin group, airway inflammation and remodeling were alleviated compared with those in asthma model group (P<0.05). In asthma model group, the expression of RAGE in lung tissues were significantly increased than those in control group (P<0.01); in Roxithromycin group, the expression of RAGE were significantly decreased than those in asthma model group (P<0.01). There were positive correlations between the expression of RAGE and IL-4 in BALF and serum (r=0.782, 0.804, all P<0.01); there were positive correlations between RAGE and total white cell counts, eosinophil counts, smooth muscle thickness (r=0.897, 0.927, 0.860, all P<0.01). Conclusions: The increasing of RAGE in asthmatic rats are positively correlated with airway inflammation and airway remodeling. Roxithromycin may inhibit the development of asthma by reducing the expression of RAGE.",0
27794840,cde290acbeed6cf9c2d18ce0e225d18d92d7a209,Medical informatics/computers in medicine.,https://www.semanticscholar.org/paper/cde290acbeed6cf9c2d18ce0e225d18d92d7a209,"Quietly over the past 25 years, the field of medical informatics has been emerging as a distinct disciplinary area that provides the scientific and theoretical basis for current and future practical applications of computers and automated information systems in medicine. 1 Computer-mediated access to the biomedical scientific literature has become widespread and reasonably advanced. MEDLINE bibliographical searches are now done in seconds, 24 hours per day. The National Library of Medicine (NLM) alone provided 3 million responses last year, and commercial data base vendors using NLM tapes provided a like number. A recent survey of NLM MEDLINE queries showed that about half were associated directly with patient care problems. For this reason and because of the recent great increase in the number of physicians who own and use personal computers, NLM recently made available a new search tool for medical professional users: a computer (diskette) search system that permits direct",0
27667270,5f1598b2fe1f5bce38d40d09c8f71612d67b1a3c,Regulation of parental investment in the Antarctic petrel Thalassoica antarctica: an exchange experiment,https://www.semanticscholar.org/paper/5f1598b2fe1f5bce38d40d09c8f71612d67b1a3c,,0
27588600,dab752477f4813e12a37195e46ca0a6d51e618de,[Air transport of pregnant women].,https://www.semanticscholar.org/paper/dab752477f4813e12a37195e46ca0a6d51e618de,"Note is taken of the fact that air travel is increasingly frequent on the part of persons of nearly all categories. The effect of hypoxia due to altitude on the body, especially during pregnancy, is considered. Particular attention is given to vasomotor activity, uterine contractility and anxiety. Flight in air-conditioned, pressurised cabins with reduced noise and vibration is recommended for pregnant women, following obstetric examination to see whether the history contraindicates travel by air. Elementary recommendations are made with respect to what should be done during the journey.",0
27351979,12106a903aeac26fdbb4bc5a582c561d819d2330,Hydrolysis of nicotinyl hydroxamate by a yeast nicotinamidase.,https://www.semanticscholar.org/paper/12106a903aeac26fdbb4bc5a582c561d819d2330,,0
27393318,f6fb4e1186af43ced7f4ef51b773f1c529c982ec,Database Workload Management (Dagstuhl Seminar 12282),https://www.semanticscholar.org/paper/f6fb4e1186af43ced7f4ef51b773f1c529c982ec,"This report documents the program and the outcomes of Dagstuhl Seminar 12282 ""Database Workload Management"". Dagstuhl Seminar 12282 was designed to 
provide a venue where researchers can engage in dialogue with industrial 
participants for an in-depth exploration of challenging industrial 
workloads, where industrial participants can challenge researchers to 
apply the lessons-learned from their large-scale experiments to multiple 
real systems, and that would facilitate the release of real workloads that can be used to drive future research, and concrete measures to evaluate and compare workload management techniques in the context of these workloads.",0
26043138,08034ea4bf385311fa9b6b19c8ba5866712c892c,Comparative ileal digestibility of amino acids in 00‐rapeseed meal and rapeseed meal fed to growing male broilers,https://www.semanticscholar.org/paper/08034ea4bf385311fa9b6b19c8ba5866712c892c,"&NA; Rapeseed meal (RSM) is a commonly used protein source in poultry diet but its usage is limited due to antinutritional factors, the glucosinolates (GLS) and erucic acid. The 00‐rapeseed meal (00‐RSM) is the developed variety of rapeseed with reduced GLS and erucic acid content through genetic selection. The present study was conducted with the objective of comparing the standardized ileal digestibility (SID) of amino acids (AA) in 00‐RSM and RSM when fed to growing broilers. Three samples of each ingredient were collected from different sources. Two hundred and fifty two day‐old male broilers (Hubbard × Hubbard) were fed a corn‐soybean meal based starter diet in crumble form from day 1 to 13. On day 14, all chicks were individually weighed and randomly distributed to 42 replicate pens (6 birds in each pen). Six test diets (2 ingredient × 3 samples) with approximately 20% crude protein were made in mash form in such a way that the 6 test ingredients served as the sole source of AA in one diet. The endogenous AAs (EAA) were determined by feeding a nitrogen‐free diet to six replicate pens. Each test diet was fed to six replicates of broiler chicks from 14 to 21 days of age. Results indicated that the SID of all AA differed (P < 0.001) among 00‐RSM samples. Among RSM samples, the SID of AA varied for arginine, methionine (P < 0.01), histidine, leucine, lysine, aspartic acid, and phenylalanine (P < 0.05). A greater (P < 0.05) SID of all AA except arginine, histidine, phenylalanine, cysteine, and glutamic acid was observed in 00‐RSM compared with RSM. In conclusion, 00‐RSM had greater SID of AA compared with RSM and it is nutritionally superior to RSM to be used in broiler diets.",0
