id,name,url,issn
a3da0b9b-c8ef-4c37-94d3-27c2d2dd4e90,American journal of orthodontics,http://www.sciencedirect.com/science/journal/00029416,0002-9416
77763466-b39a-4c8d-b3f9-c704a5a7edf6,Emergency medical services,,0094-6575
1558bc92-3574-4cd1-9b9a-0fccd2957ffe,Zeitschrift fur Allgemeinmedizin,,0300-8673
dfdde60d-e443-430c-bb53-79e8211963cf,Gazette medicale de France,,0016-5557
2ffaf997-f719-4744-8142-983c334b1797,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",http://www.elsevier.com/wps/find/journaldescription.cws_home/623219/description#description,0889-5406
98948668-0c44-4dc4-8ff2-5b6ba84c3fb7,Zeitschrift fur Hautkrankheiten,https://onlinelibrary.wiley.com/journal/16100387,0301-0481
0e68f952-7316-4b0e-9470-7e833d0eafa6,HNO,https://link.springer.com/journal/106,0017-6192
baca7f5a-2d4f-4158-b527-ab08fb52845f,American Journal of Human Biology,http://www3.interscience.wiley.com/cgi-bin/jhome/110503582,1042-0533
73ea77b0-3d9c-4b35-b2b0-a1e0af5b5b75,Journal of clinical gastroenterology,http://www.jcge.com/,0192-0790
6ee4e999-fe72-422e-9d62-708ce1471470,Minerva chirurgica,,0026-4733
be767b53-ec92-42d8-9b36-cebc40671619,Journal of Micromechanics and Microengineering,http://www.iop.org/EJ/journal/JMM,0960-1317
e46002a1-d7a6-4681-aae9-36bc3a6a1f93,Information Sciences,http://www.sciencedirect.com/science/journal/00200255,0020-0255
45723ce3-7b17-4d2b-92c0-c9f30be1a6a1,HLA,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-TAN.html,2059-2302
8c0f0951-6d54-4605-beb5-88e7849cc2a6,ACS biomaterials science & engineering,https://pubs.acs.org/action/showLargeCover?issue=1&jcode=abseba&vol=1,2373-9878
7a4cdb93-dcf1-435f-ade6-dbd70a634d29,Nederlands tijdschrift voor geneeskunde,https://www.ntvg.nl/,0028-2162
73c0d858-63b7-43b5-8109-f027a509e8b6,American Journal of Medical Genetics Part A,http://www3.interscience.wiley.com/cgi-bin/jabout/33129/ProductInformation.html,1552-4825
6499d076-6328-4c2c-8f87-d75c624eb530,Structure,https://www.cell.com/structure/home,0969-2126
4b1fd7f5-3b44-452b-b185-dcd785a81edf,Environmental research,https://www.journals.elsevier.com/environmental-research/,0013-9351
9f15b6a9-a062-41be-a397-bcce86eabb41,Annals of Thoracic and Cardiovascular Surgery,http://www.atcs.jp/,1341-1098
3dc20922-3913-4122-925d-6b044c08c12f,Journal of structural biology,https://www.journals.elsevier.com/journal-of-structural-biology/,1047-8477
92e5a24d-eeb8-42a4-a290-a40667894cf5,Journal of Pain and Symptom Management,http://www.jpsmjournal.com/home,0885-3924
15049b43-0af1-46bb-8a0b-83e5510cefa0,Journal of agricultural and food chemistry,https://pubs.acs.org/journal/jafcau,0021-8561
a3454210-a0d5-451a-8456-ef58557c4632,Cambridge Opera Journal,https://www.cambridge.org/core/journals/cambridge-opera-journal,0954-5867
9b2de120-0345-4845-b4f5-cce0bf4338b0,Rapid communications in mass spectrometry : RCM,http://www3.interscience.wiley.com/cgi-bin/jhome/110429751,0951-4198
2c469df0-fa01-4dee-8f25-0d87a6fc4ef1,PROTEOMICS,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-9861,1615-9853
3c4394f2-588b-43c0-bcf9-a0ef028e11e2,Geological Magazine,https://www.cambridge.org/core/journals/geological-magazine,0016-7568
d0c10ac8-46d9-4816-a350-37ef883b23e8,Journal of Craniofacial Surgery,http://www.jcraniofacialsurgery.com/,1049-2275
2c1f0cb4-af94-4b6d-ab03-1fc4e0d4169f,Journal of Modern Science,https://www.ceeol.com/search/journal-detail?id=229,1734-2031
4a3b85d1-a9bd-4dde-a336-a6cae78b0482,Journal of Philosophical Logic,http://www.springer.com/philosophy/logic/journal/10992,0022-3611
2633f5b2-c15c-49fe-80f5-07523e770c26,IEEE Access,http://www.ieee.org/publications_standards/publications/ieee_access.html,2169-3536
d741ad2b-c57e-4b4a-a8b7-1aaeb70d96b4,"Journal of Surface Investigation. X-ray, Synchrotron and Neutron Techniques",https://link.springer.com/journal/11700,1027-4510
28148b64-bce5-4f88-a9a6-664735732a0f,Annals of Medicine and Surgery,http://www.sciencedirect.com/science/journal/20490801/,2049-0801
52594fde-c7e9-4b76-9bb6-f268cfacae53,International Journal of Orthopaedics Sciences,http://www.orthopaper.com/,2395-1958
8df9044b-0351-4d94-8c19-57f8446fe6a1,Indian Journal of Pharmacy and Pharmacology,https://www.ipinnovative.com/journals/IJPP,2393-9079
d2086b1e-a8ee-4f69-81d4-8b7c43b3861b,Powder Metallurgy and Metal Ceramics,http://link.springer.com/journal/11106,0032-4795
b4e58d87-c012-4bee-8e4c-fea04b5094f0,Irish medical journal,http://www.imj.ie/,0332-3102
459ca45a-35b5-468b-8287-daffcd7d5acc,Aerospace medicine and human performance,http://www.asma.org/journal/,2375-6314
8a4c6407-d5df-4cba-98fa-53d475ad8faa,AIDS research and human retroviruses,http://www.liebertpub.com/aid,0889-2229
a30b60d8-8a5b-42a4-b504-5fca84f64f73,Psychiatry Investigation,http://www.knpa.or.kr/,1738-3684
07ffccdd-217b-4082-9708-128ec80a1338,Revista espanola de enfermedades digestivas : organo oficial de la Sociedad Espanola de Patologia Digestiva,http://scielo.isciii.es/scielo.php/script_sci_serial/pid_1130-0108/lng_es/nr/lng_en,1130-0108
47464297-4c88-44d5-9112-53a865e99be5,Applied optics,http://www.opticsinfobase.org/,1559-128X
51e83cad-0055-4038-8da5-cb49da2a016a,"Plant Cell, Tissue and Organ Culture",https://link.springer.com/journal/11240,0167-6857
043f505b-68a5-43c2-bed4-09a34982173e,Journal of clinical psychology,http://www3.interscience.wiley.com/cgi-bin/jhome/31171,0021-9762
cbf8792f-e5da-4b72-8a49-80755d7abf39,Revista espanola de medicina nuclear,https://www.elsevier.es/es-revista-revista-espanola-medicina-nuclear-e-125-numeros-anteriores,0212-6982
177d108f-bedb-4283-af7f-6d3919529bbc,Cancer Chemotherapy and Pharmacology,https://www.springer.com/medicine/oncology/journal/280,0344-5704
6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a,Nature,https://www.nature.com/,0028-0836
28477905-a66a-4e48-bf6e-2c3518b17bf0,Laryngo- rhino- otologie,https://www.thieme.de/de/laryngo-rhino-otologie/profil-12497.htm,1615-0007
3f93c423-8b91-4f5b-bd95-d36515c1c553,Acta cytologica,http://www.acta-cytol.com/,0001-5547
3227dfc6-3c54-47e6-a0fc-39be9c511d98,Zeitschrift für Gerontologie und Geriatrie,https://link.springer.com/journal/391,0948-6704
32d29099-0305-4734-b3ec-534d630e10ff,Oncology Letters,https://www.spandidos-publications.com/,1792-1074
12ace622-3f87-4fa5-99e2-48cc71da77d7,Clinical Anatomy,http://www3.interscience.wiley.com/cgi-bin/jhome/109875443,0897-3806
7a81d01c-ee3f-4f27-b696-01f35da67f22,Analytica chimica acta,http://www.elsevier.com/wps/find/journaldescription.cws_home/502681/description#description,0003-2670
9f90c52e-917d-486f-a6a6-e37a9a706d32,Histoire des sciences medicales,http://www.biusante.parisdescartes.fr/sfhm/revue.htm,0440-8888
b2be1780-2781-4025-9bb8-8147463f35a2,The Gerontologist,http://gerontologyjournals.org/,0016-9013
9e2e9269-64bd-4c32-83e5-c4da76645611,Revue neurologique,http://www.elsevier.com/wps/find/journaldescription.cws_home/709685/description#description,0035-3787
2294caa9-0a4e-478e-9cad-c0218907d492,Intensive Care Medicine,https://link.springer.com/journal/134,0342-4642
8815dd4f-a3bf-4ba4-8085-f88fd437a4c5,European Journal of Applied Physiology,https://www.springer.com/biomed/human+physiology/journal/421,1439-6319
871bdcd3-3901-4df4-8581-725f38214165,Journal of Child Neurology,http://jcn.sagepub.com/,0883-0738
01c93b25-c79d-47c7-8eb6-79ac1e1d685f,Intelligent Automation and Soft Computing,http://www.tandfonline.com/loi/tasj20#.UjsltKzqOSo,1079-8587
638d1b1c-6c05-4b65-aa2e-ace42ee26e95,Erkenntnis,https://www.springer.com/philosophy/journal/10670,0165-0106
9bdb673f-49a2-4f38-b2fc-618ea577a4ad,The Auk,http://elibrary.unm.edu/sora/Auk/index.php,0004-8038
185d0b79-ac59-4503-bb30-14fca2190fc0,Advanced pharmaceutical bulletin,https://apb.tbzmed.ac.ir/,2228-5881
7831aec9-5840-4369-b43c-ed24bccb6fdf,Bratislavske lekarske listy,https://www.bmj.sk/,0006-9248
136c8b3d-48ba-4a61-bcd1-f04045312cd3,Journal of EU Research in Business,http://www.ibimapublishing.com/journals/JEURB/jeurb.html,2165-9990
7a7dc89b-e1a6-44df-a496-46c330a87840,SN Computer Science,https://link.springer.com/journal/42979,2661-8907
d5da7004-7b61-450a-9c7d-a39500de7acf,IEEE Signal Processing Letters,http://ieeexplore.ieee.org/servlet/opac?punumber=97,1070-9908
b8b7ca92-baf8-4895-ab4d-2ff0754c865e,Annals of cardiothoracic surgery,http://www.annalscts.com/,2225-319X
ad2ae6f7-53e8-442e-900a-bd9ab7ff3865,Pediatric Research,http://www.nature.com/pr/,0031-3998
2f6dc6c9-f90a-4dfe-8a86-3949bc86aea2,Drugs,https://link.springer.com/journal/40265,0012-6667
4c9bb7e5-0c3b-4021-87ba-7c49a56f9d5b,American Journal of Archaeology,https://www.ajaonline.org/,0002-9114
8de99deb-a336-474f-bec3-8b50f6e9e581,Philosophy Today,http://pao.chadwyck.com/journals/results.do?QueryType=journals,0031-8256
c2d2f226-917d-4d4a-8e15-193125d1da93,Journal of Plant Research,http://www.springer.com/life+sci/plant+sciences/journal/10265,0918-9440
b9047042-f0bc-462d-bb5a-8ed2de73e550,Journal of women's health,http://www.liebertonline.com/jwh,1540-9996
30a3516f-33cf-46d0-bd04-26474fc49522,Ultrasound in Obstetrics & Gynecology,http://www.interscience.wiley.com/,0960-7692
3602650f-9fe5-4078-9a5f-d8c95032a34a,Central European History,http://journals.cambridge.org/action/displayJournal?jid=CCC,0008-9389
9d4d5a77-8e41-4e91-bd4a-d55553fcc957,Developmental science,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7687,1363-755X
991d321a-61b6-4c0e-92a9-afe4b2f68264,The China Quarterly,http://journals.cambridge.org/action/displayJournal?jid=CQY,0009-4439
0ce045cd-d837-4b80-98f4-715483fc1962,Psychological Reports,http://www.amsciepub.com/loi/pr0,0033-2941
8c23a1c5-cdf7-4cc9-94ff-287aaed63749,The Journal of Clinical Ethics,http://www.clinicalethics.com/,2187-6134
8f6e0f68-be8a-4ba7-9f7f-b17fc432f478,Australasian Journal of Dermatology,http://www.blackwell-synergy.com/loi/ajd,0004-8380
1bce206e-68bb-4431-9d27-9d8a5072005f,Pharmaceutical Chemistry Journal,http://www.kluweronline.com/issn/0091-150X/,0091-150X
4f4377a9-e0af-4ede-bb09-a02f662d27a9,European Journal of Plant Pathology,http://link.springer.com/journal/10658,0929-1873
f554e418-c500-4d29-9479-d813026a6cae,Khirurgiia,,0450-2167
a8009bad-664b-465f-9fc2-8656bc637bc4,Advances in experimental medicine and biology,https://www.springer.com/series/5584,0065-2598
607fb06f-dfb3-4bbf-9815-ffde1115a105,Journal of Thoracic Oncology,http://journals.lww.com/jto/pages/default.aspx,1556-0864
fb27311b-7236-4828-ac26-ffbf0eec5dc8,Scientific American,"http://search.epnet.com/login.aspx?authtype=ip,uid&defaultdb=sfh&profile=sciamehost",0036-8733
0cb93666-8c83-4aa0-8b3a-ff24f0c4b9fc,Cancer Management and Research,https://www.dovepress.com/cancer-management-and-research-journal,1179-1322
d64970b5-c111-42a8-aef4-66705a3b73dd,ArXiv,https://epubs.siam.org/journal/sjcodc,0363-0129
b2fd8f55-bf84-45e9-8845-a6ea0d69b310,"Zhurnal mikrobiologii, epidemiologii, i immunobiologii",https://microbiol.elpub.ru/,0372-9311
7b7c2393-3374-4ff0-9dd6-a33e45f01927,Acta medica Okayama,http://www.lib.okayama-u.ac.jp/www/acta/,0386-300X
39da5af4-7f26-4cc8-8363-968068328ded,Biotechnology Journal,http://www3.interscience.wiley.com/journal/110544531/home,1860-6768
0c74341d-dff9-455e-a401-8950f0826867,Zygote,https://www.cambridge.org/core/journals/zygote/all-issues,0967-1994
d43a01dc-0d69-42a8-98c9-8001bd35f1f8,NJCA (Nusantara Journal of Computers and Its Applications),,2527-9815
bade12e5-f20e-4b51-83a6-534e3705569a,Journal of animal science,http://www.asas.org/jas/,0021-8812
d2c8b74f-b358-41e9-907f-6d8f9fa0c547,Russian Journal of Legal Studies,http://russianjls.com/,2409-627X
ba401745-5ee6-42c6-883a-182f0aa0a8c5,Endoscopy,https://endoscopy.thieme.com/,0013-726X
15ccb98b-6b97-45c2-9cf1-b85015b6a729,Acta Neuropsychiatrica,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1601-5215,0924-2708
ea85ba07-ca09-47d5-8626-f0df6ab56312,"Materials science & engineering. C, Materials for biological applications",https://www.journals.elsevier.com/materials-science-and-engineering-c/,0928-4931
1f6a6b6e-149c-489e-b919-f10e05d8569e,AFRREV STECH: An International Journal of Science and Technology,,2225-8612
cb6a988a-6c3d-4ff8-aa8c-7ee9bbcee460,History of Humanities,https://www.journals.uchicago.edu/toc/hoh/current,2379-3163
aa22ba5c-fb03-4b2b-89f5-360bed5a4cfb,L'Année sociologique,https://www.puf.com/Collections/Ann%C3%A9e_sociologique_-l--,0066-2399
567a5f12-d8a9-49f7-962b-d78b5fc5a6ac,International Journal of Electrical and Electronic Engineering & Telecommunications,http://ijeetc.com/,2319-2518
5335e49b-808e-44d3-bb5d-1f76b82aa45e,Nutrition & Food Science,https://www.emerald.com/insight/publication/issn/0034-6659,0034-6659
34e959c8-272f-4460-aa67-7cfc351960ad,Gastroenterology & hepatology,https://www.gastroenterologyandhepatology.net/,1554-7914
a465004f-0e40-4504-900c-9f6cbd20d5f4,Rinsho byori. The Japanese journal of clinical pathology,,0047-1860
9b975127-186d-4b72-b03c-7b63988f3aec,European journal of biochemistry,https://onlinelibrary.wiley.com/journal/17424658,0014-2956
4431daa4-da7f-4fbc-9d1b-6ac7f82b2e3e,American journal of obstetrics and gynecology,http://www.harcourthealth.com/scripts/om.dll/serve?action=searchDB&id=ob&searchDBfor=home,0002-9378
111644b3-f1fb-4efa-a7cf-9a6b74af6da5,The Science of Nature,https://ojs3.unpatti.ac.id/index.php/sciencenature/,2654-6264
d0046ca9-9064-464a-ab1f-8947412a4f14,Analytical biochemistry,http://www.elsevier.com/wps/find/journaldescription.cws_home/622781/description#description,0003-2697
73db2f88-e2f8-45b4-8d52-0a89a9d0e239,Nature Reviews Urology,http://www.nature.com/nrurol/,1759-4812
2b946b35-df57-49f8-9d9a-045ee806060f,Albrecht von Graefes Archiv für Ophthalmologie,https://link.springer.com/journal/volumesAndIssues/417,0376-0200
6dc78f19-d8c3-4d94-87e0-6a65e5e90641,Rinsho shinkeigaku = Clinical neurology,,
822eb55e-c539-45c0-8d69-80730d2a9639,Zentralblatt fur Gynakologie,https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000105,0044-4197
d56ebe2f-b08f-4b5c-ae3a-63144701ed04,Comput. Secur.,http://www.sciencedirect.com/science/journal/01674048,0167-4048
396366a4-a1ba-422b-a9ff-1471ee08eab8,Acta Cybern.,http://www.inf.u-szeged.hu/actacybernetica/,0324-721X
98ea9a6a-c9d7-4b4e-97ec-ee582bd62fa2,Electron. J. Comb.,http://www.emis.de/journals/EJC/index.html,1077-8926
b08a0dfd-e5a9-4a0a-a1d5-16a2b8985937,The American journal of emergency medicine,http://www.journals.elsevierhealth.com/periodicals/yajem,0735-6757
688ca3af-cc7f-4b93-89e5-bf7daa4f8ce9,Chemistry and Technology of Fuels and Oils,http://www.kluweronline.com/issn/0009-3092/,0009-3092
f3358047-5fa1-4315-9473-4bb4c19cb756,Int. J. Bifurc. Chaos,http://www.worldscinet.com/ijbc/ijbc.shtml,0218-1274
391910d2-0406-4b4e-a3e9-ee16942e3b84,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&amp;AN=00019442-000000000-00000&amp;CSC=Y&amp;D=ovft&amp;NEWS=n&amp;PAGE=toc,1064-7481
56a31f29-95a9-44ce-8dd7-95809bcfdfc3,PDA journal of pharmaceutical science and technology,http://www.biotechmedia.com/y2001-ed-pda.html,1079-7440
9c1528bc-37b9-4558-bde6-4b171c8e6cb2,The British journal of radiology,http://bjr.birjournals.org/,0007-1285
0199040d-80b8-461d-b4d3-66056764c7bc,Die Pharmazie,https://pharmazie.govi.de/,0031-7144
6565bc17-8e57-4872-a632-2ebf24e8bc06,Revista Brasileira de Medicina de Família e Comunidade,,0034-7264
98c61acc-a8fc-4fde-a125-33bbfd87206e,login Usenix Mag.,https://www.usenix.org/publications/login/,1044-6397
a714ad7c-92bf-4c88-ba04-b0086fb72e7a,Nursing times,https://www.nursingtimes.net/,0954-7762
b4f4830c-d0f0-4e78-ae6d-ece3bf3d10d8,Meditsinskaia radiologiia,,0025-8334
a3a133fa-8f7c-43dd-85a8-ea7f85c69290,The Journal of practical nursing,,0022-3867
ba924ba6-53e9-40b5-aaaa-eac478d7f794,Aerospace medicine,,0001-9402
d29bb04c-59e3-4f7a-9113-26615223c3fc,Geriatric nursing,http://www.elsevier.com/wps/find/journaldescription.cws_home/623088/description#description,0197-4572
5ebc36a9-641d-4e41-bc32-7d884877b6c6,International Journal of Dairy Science,http://www.academicjournalsinc.com/current.php?jid=1811-9743,1811-9743
01c7a86f-47d6-4459-8052-37d94f99a653,Biomedical and Environmental Sciences,https://www.journals.elsevier.com/biomedical-and-environmental-sciences,0895-3988
90b4735b-3fd0-4510-8dae-00b9390899bf,The Journal of the Kansas Medical Society,,0022-8699
433763a5-3f36-4819-8240-bbb631740085,Nihon rinsho. Japanese journal of clinical medicine,,0047-1852
a5913268-3957-484f-b41f-347b0ba23338,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,https://ascopubs.org/loi/jco,0732-183X
25248f80-fe99-48e5-9b8e-9baef3b8e23b,IEEE Transactions on Pattern Analysis and Machine Intelligence,http://www.computer.org/tpami/,0162-8828
706aa543-e18f-4ead-9b21-4fdd29bff2a9,Action in Teacher Education,http://vnweb.hwwilsonweb.com/hww/Journals/getIssues.jhtml?issn=0162-6620&sid=HWW:EDUFT,0162-6620
e6a9f76b-5239-4afd-9b6d-ec6007ae5b01,Currents in pharmacy teaching & learning,https://www.journals.elsevier.com/currents-in-pharmacy-teaching-and-learning,1877-1297
cf8e7aaa-7382-440f-a097-aa870631e8e0,The Journal of Geology,http://www.journals.uchicago.edu/JG/,0022-1376
ad341cbc-8727-43dc-9a23-a05966ce1f25,Japanese Journal of Applied Physics,http://www.ipap.jp/jjap/,0021-4922
f17cd7ca-00ba-4cc7-b5d6-00d907cb14ca,Drug Development and Industrial Pharmacy,http://www.informapharmascience.com/ddi,0363-9045
643b0c17-99ac-463b-81c4-df44ad66e34d,Annals of Internal Medicine,http://www.acponline.org/journals/annals/annaltoc.htm,0003-4819
c0d762a5-d1c5-4428-b8fb-7a95a5d1853c,Journal of Cosmetic Dermatology,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1473-2165,1473-2130
d4f21b1e-9e5f-4826-b4ab-b28cdefd0f57,Journal of immunological methods,https://www.journals.elsevier.com/journal-of-immunological-methods,0022-1759
9d1b6c0f-be3f-43da-9e3e-487464a59986,Nursing management,http://rcnpublishing.com/journal/nm,1354-5760
fc764fb2-441b-4a54-aabb-555f5b6ce1f5,Korean Journal for Food Science of Animal Resources,http://ocean.kisti.re.kr/IS_mvpopo210L.do?amp;kojic=CSSPBQ&amp;poid=ksfsar&method=list,1225-8563
8dea56ff-1fb7-4dcd-9cd9-b6c18d7fcf8c,Journal of plant physiology,https://www.journals.elsevier.com/journal-of-plant-physiology/,0176-1617
9aef3b55-2b26-4ede-8def-fcd0839b7d9d,Stroke,http://stroke.ahajournals.org/,0039-2499
1f732346-014b-468b-af67-371e4fd031b4,Annales Universitatis Mariae Curie-Sklodowska. Sectio D: Medicina,https://fsmj.ru/,2308-9113
07cdd50b-b8ae-4d6a-a59a-cc06582d3287,Life support systems : the journal of the European Society for Artificial Organs,,0261-989X
a82c6245-8223-4542-a61a-122eadde10fb,Cell Proliferation,http://www.interscience.wiley.com/jpages/0960-7722/,0960-7722
afdd2d91-e55a-48e5-a990-fab6c266a816,European Journal of Neurology,http://www.sagepub.com/journals/Journal201625/title,1545-9683
07a7931f-f249-4ae5-8cce-dd0ab1903d5a,The Journal of hospital infection,http://www.harcourt-international.com/journals,0195-6701
72ccaa51-bbe7-4b6c-b763-48063d12d485,Genetica,http://www.springer.com/life+sciences/journal/10709,0016-6707
cbd2f27e-09bb-4b4f-bae6-4492cfa1a978,California and western medicine,,0093-4038
7698ac5f-22c2-455e-9a54-c47cc6b0da11,Zeitschrift fur Unfallmedizin und Berufskrankheiten. Revue de medecine des accidents et des maladies professionelles,,0044-3603
e227f350-ee82-4fb2-95a7-ea54ca9be690,Morphologie et embryologie,,0377-5038
6806a4fd-e465-4e63-aa7f-b8151ddee3a4,Inflammatory bowel diseases,http://onlinelibrary.wiley.com/journal/10.1002/(issn)1536-4844,1078-0998
476b8ce6-a736-40f6-9b80-59ae562407d4,Journal of management in medicine,https://www.emeraldinsight.com/journal/jmm,0268-9235
b6e9b869-3e68-42c6-ab41-146d8c393239,Acta endocrinologica,http://www.acta-endo.ro/,0001-5598
dbac407e-bbb8-4563-9030-5fa685719531,Horizons,https://www.emerald.com/insight/publication/issn/1074-8121,1857-856X
875343c4-7a7d-476a-bcf4-37487749bd36,The American journal of nursing,http://www.ajnonline.com/pt/re/ajn/home.htm;jsessionid=D8IrvYWQbd7q4A7Au1Lu3cFSJuXcVZqm2YnPJ5hBG52cgZw2htKx!958525354!-949856144!9001!-1,0002-936X
940462b0-c2ae-4cda-9e10-e3d7cffc353d,European Journal of Teaching and Education,https://www.dpublication.com/ejte/,2669-0667
ebed367d-6818-4a5c-b5f9-fccdd32d3431,Kentucky nurse,,0742-8367
55ac51ae-2fa9-4ac5-9d41-ded45d38fe28,Journal of Clinical Pharmacy and Therapeutics,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2710,0269-4727
c14021b1-9b97-4f28-93f9-75c4054565e6,Journal of glaucoma,http://www.glaucomajournal.com/,1057-0829
3a9b84c7-227d-4c74-82e4-f5fb6df20140,Journal of the American Academy of Dermatology,http://www.mosby.com/jaad,0190-9622
592507fd-0739-4855-ae80-eb3dabbce52c,Transplantation proceedings,http://www.elsevier.com/wps/find/journaldescription.cws_home/600114/description#description,0041-1345
